OTU	FE01_NS_bactV4V5_Reference_none	FE01_PW_bactV4V5_Reference_none	FE02_NS_bactV4V5_Reference_none	FE02_PW_bactV4V5_Reference_none	FE03_NS_bactV4V5_Reference_none	FE03_PW_bactV4V5_Reference_none	FE04_NS_bactV4V5_Reference_none	FE04_PW_bactV4V5_Reference_none	FE05_NS_bactV4V5_Reference_none	FE05_PW_bactV4V5_Reference_none	FE06_NS_bactV4V5_Mercury_Chloride_10_weeks	FE06_PW_bactV4V5_Mercury_Chloride_10_weeks	FE07_NS_bactV4V5_Mercury_Chloride_10_weeks	FE07_PW_bactV4V5_Mercury_Chloride_10_weeks	FE08_NS_bactV4V5_Mercury_Chloride_10_weeks	FE08_PW_bactV4V5_Mercury_Chloride_10_weeks	FE09_NS_bactV4V5_Mercury_Chloride_10_weeks	FE09_PW_bactV4V5_Mercury_Chloride_10_weeks	FE10_NS_bactV4V5_Mercury_Chloride_10_weeks	FE10_PW_bactV4V5_Mercury_Chloride_10_weeks	FE12_NS_bactV4V5_Formalin_10_weeks	FE12_PW_bactV4V5_Formalin_10_weeks	FE14_NS_bactV4V5_Formalin_10_weeks	FE14_PW_bactV4V5_Formalin_10_weeks	FE15_NS_bactV4V5_Formalin_10_weeks	FE15_PW_bactV4V5_Formalin_10_weeks	FE31_NS_bactV4V5_Mercury_Chloride_28_weeks	FE31_PW_bactV4V5_Mercury_Chloride_28_weeks	FE32_NS_bactV4V5_Mercury_Chloride_28_weeks	FE32_PW_bactV4V5_Mercury_Chloride_28_weeks	FE33_NS_bactV4V5_Mercury_Chloride_28_weeks	FE33_PW_bactV4V5_Mercury_Chloride_28_weeks	FE34_NS_bactV4V5_Mercury_Chloride_28_weeks	FE34_PW_bactV4V5_Mercury_Chloride_28_weeks	FE35_NS_bactV4V5_Mercury_Chloride_28_weeks	FE35_PW_bactV4V5_Mercury_Chloride_28_weeks	FE36_NS_bactV4V5_Formalin_28_weeks	FE37_NS_bactV4V5_Formalin_28_weeks	FE38_NS_bactV4V5_Formalin_28_weeks	FE39_NS_bactV4V5_Formalin_28_weeks	FE40_NS_bactV4V5_Formalin_28_weeks	FE56_PW_bactV4V5_Mercury_Chloride_50_weeks	FE57_PW_bactV4V5_Mercury_Chloride_50_weeks	FE58_NS_bactV4V5_Mercury_Chloride_50_weeks	FE58_PW_bactV4V5_Mercury_Chloride_50_weeks	FE59_PW_bactV4V5_Mercury_Chloride_50_weeks	FE60_NS_bactV4V5_Mercury_Chloride_50_weeks	FE60_PW_bactV4V5_Mercury_Chloride_50_weeks	FE61_PW_bactV4V5_Formalin_50_weeks	FE62_PW_bactV4V5_Formalin_50_weeks	FE63_NS_bactV4V5_Formalin_50_weeks
OTU_123	32	4	6	51	5	21	6	16	14	34	27	56	72	37	27	49	16	8	13	41	34	0	11	0	13	0	1	54	22	21	9	182	12	72	3	13	53	11	14	33	175	32	67	8	43	35	64	113	63	0	14
OTU_122	1	1	2	2	0	1	0	1	2	1	0	1	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
OTU_126	0	3	5	7	6	6	8	1	11	2	37	27	75	20	33	29	53	9	31	42	22	201	6	190	11	10	15	26	73	12	60	260	66	50	53	24	19	5	10	19	26	52	110	13	66	38	94	123	0	0	0
OTU_125	56	9	28	60	24	21	20	27	36	27	52	35	68	27	51	23	36	6	49	56	55	0	35	0	20	0	12	55	24	19	28	169	98	61	23	24	87	17	91	49	146	46	60	15	55	37	48	94	0	0	19
OTU_120	14	7	2	35	3	21	6	19	7	27	23	98	27	19	56	52	25	3	17	40	18	0	41	0	21	0	12	56	14	19	27	296	67	59	13	26	39	14	26	54	159	29	43	32	36	34	64	152	0	204	4
OTU_127	54	5	24	50	14	14	13	27	14	18	47	40	76	48	55	27	41	5	36	54	20	0	12	0	16	0	7	39	41	27	49	192	35	78	5	24	35	16	27	46	127	44	95	29	66	55	52	192	0	45	19
OTU_124	6	1	28	15	33	11	12	12	26	23	61	38	96	33	45	28	58	6	77	49	26	101	16	7	25	0	22	38	24	17	56	129	100	62	8	34	79	17	62	29	165	21	66	3	56	53	72	163	0	0	11
OTU_128	0	8	3	34	1	14	3	12	1	27	18	47	76	46	46	46	16	6	14	43	67	0	28	0	15	0	0	52	32	28	26	164	55	70	14	30	16	39	63	43	235	27	57	0	66	35	70	119	9	94	0
OTU_121	21	9	14	67	17	29	14	24	12	42	31	65	76	37	56	44	26	10	24	49	35	0	34	0	25	0	5	45	20	25	22	182	28	72	8	23	67	6	43	72	185	48	54	14	57	56	102	134	1	53	10
OTU_134	0	1	0	2	0	1	0	0	1	2	0	0	0	0	1	0	3	0	0	0	0	89	0	69	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
OTU_129	9	6	12	43	3	18	7	23	12	21	16	34	14	25	10	40	23	5	13	75	28	36	20	26	0	0	6	37	10	13	23	141	8	41	3	29	99	54	69	96	170	69	93	4	40	33	11	88	268	6	14
OTU_138	24	10	17	41	12	17	8	28	7	23	24	69	64	42	53	37	25	14	12	72	19	0	19	0	18	0	26	45	25	15	20	132	23	60	33	17	52	8	47	34	173	33	81	6	38	39	15	107	2	15	0
OTU_137	7	1	6	2	1	0	1	2	3	6	0	0	2	0	1	1	2	1	0	0	8	0	0	0	0	0	0	2	7	0	0	3	5	1	0	2	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
OTU_140	103	12	14	12	22	6	8	22	8	11	62	31	66	39	56	30	39	9	91	38	11	0	32	0	17	0	0	21	28	22	50	144	44	38	18	21	46	11	36	35	148	20	74	10	36	32	96	103	0	40	13
OTU_139	58	34	52	59	49	32	15	44	26	31	33	26	47	23	39	33	34	6	32	22	23	0	7	0	11	0	27	30	16	15	30	145	54	43	4	17	75	13	63	35	105	46	62	4	49	52	40	80	41	25	10
OTU_114	27	7	19	43	14	18	12	22	14	24	43	53	69	51	53	48	48	4	16	45	55	0	25	0	11	137	1	55	20	25	22	190	70	76	7	20	64	41	55	61	209	35	55	5	56	36	62	117	5	93	0
OTU_112	60	12	35	41	22	17	16	23	28	20	52	37	103	19	73	45	73	6	61	45	48	0	34	0	22	0	22	46	70	14	44	180	77	59	27	24	66	25	45	69	187	48	83	0	67	64	66	138	0	0	5
OTU_141	0	0	0	0	0	0	0	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	2	0	0	1	0	3	0	0	0	0	0	3	0	0	1	0	0	0
OTU_99	67	62	241	212	261	106	99	94	342	245	26	14	47	17	26	6	24	2	39	18	12	5	16	6	18	0	5	20	29	5	40	84	46	22	24	7	35	5	40	34	125	20	26	1	23	24	39	61	0	0	7
OTU_131	9	22	121	75	74	23	53	41	79	45	0	5	1	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	5	0	3	0	0	0	0	3	0	0	0
OTU_143	29	9	38	43	13	3	14	12	14	22	42	43	67	25	33	22	26	11	49	60	67	44	6	114	23	10	4	30	30	13	13	69	45	46	9	20	42	26	69	34	122	21	56	2	37	32	48	92	1	37	8
OTU_133	25	9	8	50	10	16	5	30	9	29	25	56	68	42	42	42	21	8	18	54	48	0	38	0	23	0	13	35	15	22	18	147	40	57	18	14	48	25	21	40	77	24	61	35	33	35	37	115	0	76	16
OTU_144	103	9	7	14	13	12	2	17	5	10	25	43	76	25	36	36	41	9	24	30	18	0	26	0	14	0	12	41	61	14	19	148	43	42	38	17	43	15	35	64	101	44	64	14	42	14	78	77	0	79	6
OTU_147	31	18	27	47	32	22	17	38	30	45	18	44	43	20	20	21	34	6	21	23	66	0	7	0	20	0	6	25	43	14	9	117	51	23	0	15	116	15	68	68	107	21	38	0	29	30	32	89	5	0	15
OTU_145	0	0	0	0	0	0	0	2	0	0	0	0	2	19	0	5	0	1	0	82	0	0	0	0	0	0	0	0	9	1	0	10	0	2	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0
OTU_142	6	4	18	13	17	4	9	3	8	9	22	39	58	28	35	12	30	7	29	29	58	352	15	76	17	25	1	27	36	12	29	72	58	31	17	14	63	8	55	29	91	15	60	0	43	29	70	75	0	0	5
OTU_150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	63	0	0	0	1	0	1	0	0	0	2	0	0	0	0	4	0	1	0	0	0	4	0	0	0	0	3	0	0	0
OTU_149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_146	16	4	7	13	4	5	3	15	8	11	5	27	7	11	11	6	5	15	9	29	4	0	16	0	5	0	1	14	1	3	5	27	7	36	0	3	2	0	8	6	127	5	26	0	7	7	16	26	1	0	0
OTU_148	0	4	0	2	1	1	0	1	1	11	3	12	7	1	1	6	0	13	2	4	0	0	0	0	2	0	0	5	7	4	5	11	7	3	0	0	0	2	1	0	0	3	7	0	1	0	4	16	16	46	0
OTU_151	18	4	11	20	13	6	5	8	12	14	8	1	10	2	3	5	10	0	7	10	25	0	16	5	7	106	0	5	6	1	6	15	2	6	0	3	43	8	32	3	75	7	9	0	7	2	0	8	0	0	1
OTU_158	21	7	9	53	10	22	7	19	5	30	23	62	39	34	27	38	37	8	25	41	24	0	36	0	17	0	0	40	9	29	16	125	23	60	2	22	15	19	30	44	127	28	62	12	39	33	65	76	1	10	4
OTU_157	0	1	5	4	6	1	3	2	4	1	12	1	10	5	4	0	17	1	13	4	6	782	5	440	12	106	0	7	2	0	2	0	4	0	4	2	14	2	14	18	9	6	2	0	4	2	4	2	0	0	0
OTU_154	10	3	5	32	14	10	1	19	6	28	30	45	44	23	13	20	14	2	30	31	34	0	25	0	18	0	14	36	39	21	35	127	43	44	6	20	84	17	63	41	110	21	41	13	42	33	38	65	52	25	13
OTU_153	35	8	30	51	15	17	7	31	12	25	15	42	38	38	28	33	33	7	8	54	29	0	25	0	26	0	4	32	10	14	16	109	31	45	3	17	42	13	59	45	165	28	34	0	20	14	26	80	38	49	16
OTU_103	1	8	13	20	16	5	12	6	10	13	101	36	94	40	92	25	57	5	54	58	74	23	16	74	14	138	17	50	46	11	65	180	65	58	15	28	77	38	99	52	194	47	97	45	59	62	106	169	0	0	9
OTU_132	8	6	6	13	2	2	3	5	3	9	6	8	25	11	6	11	1	3	7	11	36	0	8	5	2	0	0	8	0	2	9	12	8	3	0	7	14	9	4	6	78	6	6	14	6	9	10	25	0	0	0
OTU_160	8	0	1	3	0	1	0	0	1	2	2	5	2	2	0	0	3	2	0	40	0	278	1	76	8	0	2	4	0	1	3	4	2	1	2	3	0	7	0	1	19	7	0	0	0	2	3	2	0	0	0
OTU_162	177	58	222	177	160	75	96	93	128	77	4	2	10	1	2	2	0	1	2	4	0	0	4	0	0	0	22	2	2	3	4	17	1	9	1	3	1	4	6	1	9	2	9	8	6	4	2	10	0	0	0
OTU_161	37	4	26	48	18	15	10	14	12	20	28	27	65	27	39	33	4	5	23	26	34	0	10	0	14	0	0	24	15	7	28	118	34	45	20	20	52	14	36	28	56	36	63	7	50	27	106	107	0	0	0
OTU_152	10	18	53	32	19	7	18	21	31	21	50	31	79	32	36	27	29	4	45	39	23	0	24	0	31	0	2	36	60	13	33	73	62	25	14	15	22	26	45	36	78	24	50	2	36	41	90	93	0	0	13
OTU_166	26	15	33	73	34	29	13	32	26	19	27	27	46	22	26	20	10	6	20	30	17	0	32	0	10	0	22	23	23	8	26	118	28	22	33	14	35	13	33	21	82	18	40	15	27	26	33	52	0	2	10
OTU_167	13	11	11	53	10	20	9	11	15	17	13	26	36	24	20	26	29	4	2	48	18	0	7	0	17	0	6	29	18	19	35	115	33	33	3	14	43	21	19	29	118	14	42	21	26	39	61	80	0	58	18
OTU_170	83	23	35	156	7	6	9	23	50	318	14	18	10	5	17	13	12	0	13	12	4	0	15	0	14	0	1	7	21	8	11	34	6	27	1	4	13	12	10	9	163	19	30	1	10	12	12	50	0	14	12
OTU_175	0	1	4	2	3	4	4	2	1	4	3	2	4	1	3	0	3	0	18	6	0	176	0	916	0	0	0	2	16	0	7	1	1	1	0	0	25	32	7	6	14	2	3	0	1	2	8	5	0	0	9
OTU_172	45	7	7	35	6	10	17	18	12	16	26	54	39	28	38	36	19	2	22	32	16	0	32	0	15	0	3	32	15	24	8	98	22	45	10	12	15	2	21	42	216	10	25	3	28	23	48	47	0	15	0
OTU_165	80	12	36	29	40	18	10	35	26	15	42	21	66	21	37	22	21	2	31	21	13	0	31	0	19	0	0	21	39	18	23	99	50	50	20	13	10	4	32	25	99	19	34	5	32	21	34	73	0	0	9
OTU_169	198	31	133	95	58	37	40	56	101	79	8	8	11	6	9	7	5	5	7	7	11	58	8	65	1	0	2	14	14	5	9	48	7	30	2	1	13	4	5	2	46	11	6	3	8	14	12	13	40	0	0
OTU_171	19	3	17	14	12	4	6	10	13	7	34	16	38	19	22	16	25	6	3	21	63	51	2	30	9	0	5	21	29	2	15	74	39	22	59	12	49	23	53	19	95	29	51	13	34	19	69	77	58	0	11
OTU_177	9	7	11	34	10	10	3	15	9	26	15	27	59	28	23	31	16	6	6	27	33	0	33	0	10	0	15	25	5	8	17	142	35	41	16	13	39	19	23	19	86	25	42	4	30	23	69	63	11	0	11
OTU_163	69	11	16	26	14	16	7	16	22	14	24	32	65	18	43	25	22	10	15	44	21	0	16	0	8	0	17	23	14	13	22	100	24	40	33	16	29	27	29	44	97	24	63	0	45	37	40	92	0	18	11
OTU_178	11	4	17	34	14	10	3	13	8	17	21	23	32	11	37	24	17	3	12	28	13	0	8	0	8	0	17	30	20	12	20	128	26	35	26	15	28	11	46	8	106	22	43	4	32	24	42	83	46	7	12
OTU_180	0	2	11	7	6	2	0	2	9	1	21	5	21	12	15	6	45	1	39	18	79	143	30	133	15	125	27	9	23	2	23	20	6	16	22	8	44	17	25	27	60	22	42	2	16	9	15	37	1	0	10
OTU_176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_168	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	2	1	0	0	0	0	2	0	0	1	0	0	2	0	0	2	0	0	0
OTU_182	4	0	9	11	3	0	3	5	7	3	22	18	56	10	25	18	30	3	26	32	27	0	22	55	17	11	23	23	22	4	20	70	27	36	12	18	49	8	33	28	77	18	49	6	46	30	41	85	5	42	10
OTU_179	8	1	0	0	0	0	0	0	0	0	4	1	3	2	2	0	0	3	12	2	20	345	0	78	0	175	25	1	15	1	6	4	3	2	0	0	2	0	8	1	7	2	13	13	2	4	26	2	423	20	5
OTU_192	5	1	14	5	2	5	4	2	11	3	29	14	54	14	36	13	23	2	37	19	16	0	21	122	18	115	9	10	28	5	10	44	34	19	17	12	27	6	46	10	62	6	29	0	18	7	11	58	60	0	6
OTU_186	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	83	0	281	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	190	156	0
OTU_183	0	4	13	32	3	11	6	11	8	18	10	39	16	32	9	17	3	3	14	32	27	17	19	0	7	0	0	22	5	14	8	126	21	42	17	22	25	8	28	10	69	20	41	1	15	31	0	61	7	0	3
OTU_194	11	2	14	7	12	0	10	8	11	13	30	23	43	13	26	9	22	2	27	30	11	58	8	0	8	0	0	18	9	10	30	84	61	23	17	11	28	19	52	11	106	20	34	9	33	27	38	79	0	4	16
OTU_188	9	11	21	8	12	7	13	1	29	16	4	2	6	1	2	0	9	0	11	2	14	487	2	415	1	3	0	2	0	1	4	6	0	0	3	0	5	2	9	4	17	0	0	0	1	1	0	4	0	0	5
OTU_190	14	9	47	53	41	10	18	30	57	47	22	25	36	19	29	14	31	6	22	19	15	0	3	0	1	0	8	14	34	6	25	96	38	34	22	5	13	2	4	11	35	15	50	10	31	28	45	34	0	0	10
OTU_196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_200	1	2	6	5	2	1	3	6	7	2	21	30	38	24	13	11	6	2	26	23	26	0	11	119	20	0	30	23	1	2	12	81	43	24	0	14	21	13	42	22	87	18	46	0	30	20	36	65	28	0	14
OTU_198	23	9	5	14	10	7	5	11	9	14	8	31	53	22	42	27	14	7	14	38	4	0	11	0	4	0	0	31	4	22	13	117	33	30	0	11	26	13	16	13	50	12	59	0	30	36	18	76	0	0	12
OTU_201	5	6	2	21	2	7	1	5	2	16	4	21	8	30	3	24	2	40	5	381	8	0	32	0	9	0	0	9	3	8	3	69	10	21	0	6	22	5	19	10	75	7	17	0	16	5	10	27	0	103	0
OTU_187	33	34	238	148	168	56	79	79	98	66	0	2	3	3	1	3	0	1	4	2	0	0	3	0	1	78	0	4	0	0	1	5	1	3	1	0	3	6	6	6	4	2	5	0	3	0	0	3	0	0	0
OTU_136	116	50	151	117	124	35	51	58	122	103	23	27	23	8	14	13	9	1	15	15	35	35	40	122	5	0	0	20	13	4	20	49	19	17	35	6	42	16	33	21	67	36	11	10	20	17	12	42	2	71	17
OTU_204	5	8	29	15	16	7	12	13	26	14	29	20	44	20	26	15	24	0	14	28	22	0	9	0	11	0	11	24	25	12	17	72	61	19	2	6	43	30	22	16	38	33	52	10	22	25	51	46	0	2	0
OTU_185	28	4	4	23	1	8	2	11	4	9	15	33	83	21	25	30	14	6	11	45	8	0	11	0	14	0	3	17	0	20	9	96	33	53	7	17	28	7	19	15	89	26	50	6	33	22	14	59	0	33	2
OTU_189	11	11	53	42	34	11	12	10	256	149	1	2	8	0	0	1	4	0	5	1	0	244	2	205	1	1	0	1	0	0	4	2	1	0	0	1	0	0	0	0	11	1	0	0	3	7	3	2	0	0	0
OTU_207	0	3	10	6	11	1	6	10	19	7	29	14	39	24	24	11	8	5	11	23	29	0	11	0	19	0	13	23	5	8	23	72	31	26	2	13	40	12	60	54	91	18	42	1	27	27	39	66	0	1	8
OTU_212	80	19	26	84	49	33	17	33	18	39	6	13	19	6	7	3	13	0	21	8	36	0	17	0	9	0	4	8	19	1	4	46	23	10	8	3	29	16	35	29	59	21	23	0	13	3	19	14	0	44	8
OTU_181	64	16	25	38	15	49	8	32	15	52	3	34	22	10	13	51	23	2	4	11	32	0	67	0	22	0	0	11	4	3	7	54	17	35	0	5	18	7	194	11	53	9	17	6	22	9	20	30	0	52	4
OTU_214	0	2	21	15	23	7	12	4	13	15	45	28	55	21	22	10	25	3	37	44	3	0	12	0	3	0	30	11	13	13	28	47	35	23	12	18	40	14	10	17	51	15	25	6	19	10	34	73	0	0	6
OTU_164	54	21	27	40	22	15	11	20	17	33	18	36	59	28	25	40	21	10	30	46	55	0	32	0	34	0	0	24	14	18	12	81	24	36	8	11	29	17	43	27	146	13	27	0	15	8	8	39	3	1	8
OTU_213	19	7	17	20	23	12	11	8	10	23	13	15	57	17	18	16	28	5	26	20	35	0	6	0	17	0	5	20	5	5	34	64	29	12	22	13	17	5	9	45	66	24	37	8	36	9	8	56	0	0	27
OTU_209	27	11	33	60	28	22	12	33	20	23	18	15	33	13	16	11	10	4	20	31	9	0	46	0	14	0	1	18	18	3	7	46	16	24	12	6	51	5	18	24	51	13	11	0	18	4	12	34	16	0	0
OTU_156	11	10	20	47	23	21	11	32	12	23	30	41	46	24	44	27	20	5	32	25	26	0	24	0	9	0	15	37	18	15	29	111	46	37	8	17	45	5	21	23	87	26	51	0	36	23	31	90	145	58	5
OTU_130	38	19	82	85	44	25	39	47	112	82	44	34	57	21	44	33	43	7	32	30	15	0	14	0	11	0	8	35	53	6	37	97	48	33	15	12	21	9	33	29	72	41	41	1	59	41	44	103	68	66	7
OTU_218	16	11	82	56	52	21	35	20	85	62	10	13	22	7	13	6	20	1	7	14	8	0	10	73	9	0	6	3	2	3	7	24	18	13	2	4	17	8	25	9	33	10	21	1	13	11	8	25	0	17	3
OTU_155	65	16	46	40	56	32	31	43	33	26	23	13	32	11	26	21	30	6	30	20	24	75	16	42	21	0	0	17	3	6	19	44	15	31	2	14	81	29	71	37	132	27	28	5	27	23	29	73	8	35	13
OTU_219	0	6	17	8	16	1	6	5	5	9	20	18	29	16	18	12	15	2	7	21	26	69	12	0	7	0	0	13	1	5	32	67	34	27	15	11	10	19	23	5	80	16	35	6	19	23	86	52	0	0	10
OTU_221	0	1	12	6	8	5	3	3	7	4	25	17	38	21	28	13	19	0	15	22	8	7	10	1	16	31	11	14	13	1	29	47	32	24	0	11	59	22	23	27	121	14	27	2	19	17	31	37	1	0	6
OTU_225	20	8	20	17	20	6	10	6	14	19	5	9	4	7	7	9	13	2	21	19	12	40	2	0	12	0	0	7	11	4	15	54	10	14	0	10	54	9	60	32	54	16	21	1	15	12	26	30	0	58	8
OTU_184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0
OTU_222	20	8	7	23	4	14	5	10	9	16	5	24	37	14	24	11	17	3	16	23	21	0	4	0	4	0	0	33	26	8	19	99	15	42	4	10	24	4	19	14	76	13	19	0	16	18	47	44	0	0	0
OTU_228	1	24	64	95	74	40	32	57	72	89	18	13	18	13	10	7	2	1	8	8	1	0	1	0	5	0	0	9	7	5	19	35	10	8	7	6	4	0	16	10	15	7	17	0	7	8	6	21	0	0	1
OTU_197	11	1	1	5	3	2	0	14	4	6	11	58	6	16	6	12	23	18	15	37	1	0	51	0	3	0	0	17	19	15	10	109	9	16	0	2	0	2	5	7	344	95	73	0	11	17	17	18	0	3	0
OTU_135	58	13	27	37	19	12	17	29	23	32	6	4	4	4	2	3	2	0	4	5	26	930	52	123	13	18	0	4	0	0	8	13	4	5	11	2	104	36	64	45	77	8	5	0	3	4	4	4	0	50	11
OTU_227	4	3	21	16	18	8	7	9	22	8	23	11	34	11	14	4	7	1	23	22	8	0	10	0	18	0	0	16	4	12	26	59	49	23	9	13	15	18	30	22	62	12	38	0	27	16	31	55	4	0	3
OTU_215	36	2	6	16	7	6	5	14	7	9	10	26	18	15	19	22	12	4	17	17	36	108	22	0	6	0	0	18	4	17	10	71	21	30	33	8	25	1	10	26	34	25	29	0	21	22	50	45	29	0	0
OTU_226	4	6	13	23	12	5	2	20	7	27	16	40	23	18	26	29	20	8	8	28	6	0	6	0	12	0	0	20	15	14	23	80	15	27	19	10	5	21	18	28	42	13	35	0	23	13	13	36	0	15	0
OTU_173	0	7	6	22	1	6	4	6	14	21	1	17	1	2	0	16	6	0	8	12	0	740	12	174	4	43	1	11	0	2	7	35	1	9	13	13	2	4	2	4	0	21	13	0	10	21	7	18	0	0	13
OTU_236	33	3	15	12	8	13	4	12	9	23	14	21	24	7	15	17	6	5	8	24	0	0	8	0	6	0	0	22	31	7	15	55	35	27	0	6	20	22	13	21	101	13	21	5	26	14	27	38	0	0	20
OTU_233	2	6	12	30	9	7	8	8	9	11	5	25	24	22	23	28	7	3	11	42	5	0	6	0	10	0	5	14	5	12	12	69	20	24	25	13	26	0	30	17	72	9	31	0	11	11	7	58	14	21	1
OTU_234	32	10	17	26	16	8	5	18	16	14	10	20	21	15	28	7	20	2	12	21	5	0	3	0	5	0	0	21	8	9	15	67	14	22	22	10	23	5	4	18	68	28	26	17	21	21	27	69	0	0	1
OTU_244	0	0	1	5	4	5	1	2	4	4	5	4	8	8	4	9	11	1	7	6	3	3	9	49	3	0	1	3	0	3	0	26	5	11	6	4	3	3	10	6	26	7	17	0	10	7	8	13	0	0	4
OTU_243	0	0	6	23	8	5	5	4	11	13	17	19	30	10	16	12	11	3	9	10	52	0	16	0	10	0	0	11	16	6	6	49	25	15	8	7	21	10	15	21	97	17	9	5	21	13	47	54	0	54	3
OTU_238	0	2	7	4	2	1	3	1	4	1	19	21	24	10	13	13	17	2	20	24	29	0	17	4	7	0	0	15	20	4	12	50	27	27	18	12	20	14	30	24	27	16	35	6	27	21	56	62	28	3	16
OTU_199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_191	14	6	9	50	14	9	6	12	8	23	19	32	38	14	17	29	18	3	19	33	21	0	25	0	11	0	14	23	8	12	24	90	26	30	9	15	37	19	23	19	99	12	37	6	10	7	12	42	0	5	8
OTU_241	31	28	19	102	29	33	5	40	13	56	4	26	11	16	11	19	9	7	1	22	19	0	9	0	11	0	0	13	2	7	5	44	13	10	0	3	2	5	14	8	27	11	37	1	15	14	9	25	0	0	0
OTU_211	7	8	24	11	24	7	14	15	18	8	35	22	44	10	12	11	36	4	28	19	2	0	7	0	11	0	4	17	19	11	34	63	47	32	30	11	39	10	13	18	61	24	34	3	25	24	29	65	0	0	6
OTU_220	63	26	245	115	135	34	48	49	71	23	2	1	0	1	0	1	0	15	0	36	3	0	1	0	1	0	0	1	0	1	1	1	0	10	0	0	0	0	0	0	17	0	5	0	4	0	0	0	0	0	0
OTU_240	25	5	13	21	13	11	8	15	8	12	14	25	30	11	17	9	21	2	14	28	13	0	13	0	11	0	2	21	0	9	17	71	21	17	2	9	5	8	32	8	89	6	33	6	24	13	20	57	0	3	4
OTU_245	10	8	3	28	0	8	4	12	4	16	12	46	35	22	21	20	17	4	16	48	6	0	15	0	8	0	0	16	11	9	5	67	22	16	0	7	30	2	27	3	111	21	37	0	17	7	10	42	0	0	0
OTU_248	0	0	0	6	0	9	0	0	0	0	1	1	0	2	0	3	2	0	2	9	0	0	0	0	1	0	0	3	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	730	0
OTU_223	20	3	4	23	0	8	2	11	7	22	13	16	31	15	8	20	0	1	9	25	17	0	10	0	7	0	0	17	5	16	3	44	21	37	14	7	35	7	16	11	49	7	27	0	24	14	25	37	139	8	1
OTU_231	17	3	20	22	14	5	6	7	14	18	13	12	27	16	25	23	15	2	17	11	16	0	12	0	2	0	7	13	3	8	15	72	23	20	2	14	21	1	20	14	70	23	23	4	20	24	28	48	0	54	12
OTU_246	9	4	7	10	4	8	0	9	6	10	16	21	38	15	23	24	12	3	14	27	5	0	27	0	9	0	0	20	10	6	15	87	11	28	15	11	15	23	13	8	66	17	19	1	10	15	24	47	0	0	1
OTU_235	6	1	17	133	2	4	0	15	89	114	3	7	10	2	2	6	6	0	19	4	54	0	0	0	7	0	1	1	9	4	23	101	7	11	22	7	44	9	3	4	15	5	6	0	10	10	10	17	0	0	1
OTU_266	2	18	62	89	65	29	21	31	24	30	12	6	14	4	9	3	13	1	10	3	12	0	0	0	4	0	7	2	3	4	23	16	11	6	57	0	3	2	17	10	26	5	7	0	6	11	13	16	4	0	0
OTU_242	17	2	78	38	46	9	30	19	92	50	16	8	8	10	13	6	18	4	8	36	8	0	1	39	3	0	2	9	15	3	6	21	8	12	0	3	6	11	21	10	19	6	13	10	15	2	22	26	0	0	0
OTU_257	10	4	2	24	0	2	3	12	4	10	0	0	0	0	1	2	1	0	0	3	9	168	5	19	4	119	0	1	0	0	1	1	0	1	0	2	59	33	41	47	93	1	4	0	2	2	0	2	34	15	14
OTU_216	11	6	2	24	8	7	11	7	8	23	18	22	31	20	21	13	7	4	14	19	15	0	15	0	7	0	12	24	10	9	11	63	21	39	26	7	18	9	15	19	91	25	31	21	23	20	20	55	38	0	2
